id,kind,name,flags,manpower_contractor,service_contractor,gov_company,company_name,company_status,company_type,company_government,company_limit,company_postal_code,company_mafera,company_address,company_city,lat,lng
511520082,company,"א.ד. אחים אדרי בע""מ",null,null,null,False,"א.ד. אחים אדרי בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,7683800,, 15 ישרש ,ישרש,32.0424932,34.7914588
512593617,company,"א.ד.נ.מ. בע""מ",null,null,null,False,"א.ד.נ.מ. בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,2040000,, 0 כפר חסידים א' ,כפר חסידים א',32.7453896,35.0770802
511702474,company,"א.י.ס.ד.כ.ס. - מרכז הנדסי בינלאומי לתכנון ומערכות בקרה בע""מ",null,null,null,False,"א.י.ס.ד.כ.ס. - מרכז הנדסי בינלאומי לתכנון ומערכות בקרה בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,6326215,חברה מפרת חוק,חיות פרץ 6 תל אביב - יפו ,תל אביב - יפו,32.0708598,34.7744521
511318396,company,"א.י.ס.ס. ארגון כנסים בע""מ",null,null,null,False,"א.י.ס.ס. ארגון כנסים בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,9614124,,שד הרצל 67 ירושלים ,ירושלים,31.7828844,35.1937144
510992449,company,"א.כרמל את א. בסון בע""מ",null,null,null,False,"א.כרמל את א. בסון בע""מ","בפרוק ע""י ביהמ""ש",חברה פרטית,חברה לא ממשלתית,מוגבלת,44271,,טשרניחובסקי 24 כפר סבא ,כפר סבא,32.1771736,34.8935371
513247049,company,"א.מ. ן גרינברג בע""מ",null,null,null,False,"א.מ. ן גרינברג בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,3701504,,לבונה 4 פרדס חנה-כרכור ,פרדס חנה-כרכור,32.4694766,34.9746639
513436121,company,"א.מ.ח. לתשתיות בע""מ",null,null,null,False,"א.מ.ח. לתשתיות בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,1697000,חברה מפרת חוק, 0 עילוט ,עילוט,32.717249,35.261482
511460917,company,"א.מ.י. אפיקי חינוך 90 בע""מ",null,null,null,False,"א.מ.י. אפיקי חינוך 90 בע""מ","בפרוק ע""י ביהמ""ש",חברה פרטית,חברה לא ממשלתית,מוגבלת,6520226,חברה מפרת חוק,נטר קרל 6 תל אביב - יפו ,תל אביב - יפו,32.0651765,34.7738891
512736851,company,"א.נ. קפלן - הנדסה ופרוייקטים בע""מ",null,null,null,False,"א.נ. קפלן - הנדסה ופרוייקטים בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,4294500,, 0 כפר חיים ,כפר חיים,32.3810475,34.8805625
512567173,company,"א.ס. מהנדסים יועצים חשמל ותקשורת ד.מ. בע""מ",null,null,null,False,"א.ס. מהנדסים יועצים חשמל ותקשורת ד.מ. בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,3217101,חברה מפרת חוק,רבי שרעבי שלום 7 חיפה ,חיפה,32.7971999,35.0179618
513599142,company,"א.ס.ת. תכנון והקמת פרוייקטים בע""מ",null,null,null,False,"א.ס.ת. תכנון והקמת פרוייקטים בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,4064000,, 0 קלנסווה ,קלנסווה,32.285791,34.981487
512794256,company,"א.פ. אתרים הנדסה אזרחית בע""מ",null,null,null,False,"א.פ. אתרים הנדסה אזרחית בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,6937960,,קדושי השואה 20 תל אביב - יפו ,תל אביב - יפו,32.1270439,34.7924545
511186736,company,"א.ר. כהן הנדסה ובנין בע""מ",null,null,null,False,"א.ר. כהן הנדסה ובנין בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,,,החיטה 10 חיפה ,חיפה,32.81995610000001,35.0597134
511721540,company,"א.ש.ק. השקעות בע""מ",null,null,null,False,"א.ש.ק. השקעות בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,6676249,,הקשת 26 תל אביב - יפו ,תל אביב - יפו,32.0444589,34.7748382
513498485,company,"אבו גבל מחמוד ובניו בע""מ",null,null,null,False,"אבו גבל מחמוד ובניו בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,1243800,, 0 מג'דל שמס ,מג'דל שמס,33.2690961,35.772122
580385722,association,"אדן - אוהלי יעקב (ע""ר)",null,null,null,False,,,,,,,,,,,
511238990,company,"אבו קוש חברה לעבודות עפר הובלות ופיתוח בע""מ",null,null,null,False,"אבו קוש חברה לעבודות עפר הובלות ופיתוח בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,,, 0 דימונה ,דימונה,32.0557909,34.7985861
512425729,company,"אבו ראס ראסם בע""מ",null,null,null,False,"אבו ראס ראסם בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,1697000,חברה מפרת חוק, 1 עילוט ,עילוט,32.717249,35.261482
512198896,company,אבי גולדהמר ושות',null,null,null,False,אבי גולדהמר ושות',פעילה,חברה פרטית,חברה לא ממשלתית,לא מוגבלת,3309502,,"שד הפלי""ם 2 חיפה ",חיפה,32.8169773,35.0001848
513525311,company,"אבי שאול יעוץ עסקי בע""מ",null,null,null,False,"אבי שאול יעוץ עסקי בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,8421363,חברה מפרת חוק,סמילנסקי 36 באר שבע ,באר שבע,31.2376595,34.78722130000001
511301657,company,"אביב - ניהול הנדסה ומערכות מידע בע""מ",null,null,null,False,"אביב - ניהול הנדסה ומערכות מידע בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,4801777,,העבודה 27 ראש העין ,ראש העין,32.1087482,34.9390423
512739590,company,"אביב פנימייה חינוכית בע""מ",null,null,null,False,"אביב פנימייה חינוכית בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,7133823,,"שד צה""ל 25 לוד ",לוד,31.9533226,34.8975351
512073966,company,"אבישי טאוב תכנון אדריכלי ובנוי ערים בע""מ",null,null,null,False,"אבישי טאוב תכנון אדריכלי ובנוי ערים בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,1293300,, 1 כורזים ,כורזים,32.906357,35.552853
513661405,company,"אבן סינא דבוריה בע""מ (חל""צ)",null,null,null,False,"אבן סינא דבוריה בע""מ (חל""צ)","בפרוק ע""י ביהמ""ש",חברה פרטית,חברה לא ממשלתית,מוגבלת,16910,,  דבוריה ,דבוריה,32.69412,35.368513
510711971,company,אברהם יצחק בעמ,null,null,null,False,אברהם יצחק בעמ,פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,1170704,,דקל 21 בית שאן ,בית שאן,32.49422300000001,35.5054276
513941575,company,"אגו-דיב בע""מ",null,null,null,False,"אגו-דיב בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,9062200,חברה מפרת חוק, 68 כוכב יעקב ,כוכב יעקב,31.8779827,35.2447764
511121303,company,"אגינקס תקשורת ומחשוב בע""מ",null,null,null,False,"אגינקס תקשורת ומחשוב בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,6713701,,דרך בגין 52 תל אביב - יפו ,תל אביב - יפו,32.0637232,34.7814426
510684020,company,אגמי חברה לעבודות הנדסיות בעמ,null,null,null,False,אגמי חברה לעבודות הנדסיות בעמ,פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,3603126,,הבונים 26 קריית טבעון ,קריית טבעון,32.7081416,35.129951
513056085,company,"אגת הנדסה יעוץ ותכנון 2000 בע""מ",null,null,null,False,"אגת הנדסה יעוץ ותכנון 2000 בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,6744316,,אלון יגאל 65 תל אביב - יפו ,תל אביב - יפו,32.0659467,34.7925594
511525024,company,"אד-בר יועצים בע""מ",null,null,null,False,"אד-בר יועצים בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,1520500,, 0 הזורעים ,הזורעים,32.7249318,35.2402885
513812412,company,"אדנים מפעלי חינוך בע""מ",null,null,null,False,"אדנים מפעלי חינוך בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,3090000,חברה מפרת חוק,הרצל 33 זכרון יעקב ,זכרון יעקב,32.5737086,34.9521261
512887050,company,"אדריכלות נוף - טוך - סרגוסי בע""מ",null,null,null,False,"אדריכלות נוף - טוך - סרגוסי בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,3606701,,השקדים 1 קריית טבעון ,קריית טבעון,32.7235474,35.1334173
512902693,company,"אובליקור בע""מ",null,null,null,False,"אובליקור בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,4672516,,שנקר אריה 16 הרצליה ,הרצליה,32.1583124,34.8083122
510857428,company,"אוזדובה שמואל קבלן בנין בע""מ",null,null,null,False,"אוזדובה שמואל קבלן בנין בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,7828125,,שד בן גוריון 18 אשקלון ,אשקלון,31.6634611,34.5650605
512166059,company,"אומריקס ביופרמצבטיקה בע""מ",null,null,null,False,"אומריקס ביופרמצבטיקה בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,5262000,, 0 תל השומר ,תל השומר,32.0687196,34.7691951
511425563,company,"אוניברסל אליג בע""מ",null,null,null,False,"אוניברסל אליג בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,9414702,,שמעון בן שטח 2 ירושלים ,ירושלים,31.7796974,35.2216453
511422032,company,"אוניקס תעשיות נעליים בע""מ",null,null,null,False,"אוניקס תעשיות נעליים בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,7570446,,שרת משה 25 ראשון לציון ,ראשון לציון,31.9929259,34.7557729
514064120,company,"אופטיקאל דיאגנוסטיקה בע""מ",null,null,null,False,"אופטיקאל דיאגנוסטיקה בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,0,,הבנאי 1 מודיעין-מכבים-רעות ,מודיעין-מכבים-רעות,31.882589,34.961711
520043829,company,אופיר טורס בעמ,null,null,null,False,אופיר טורס בעמ,פעילה,חברה פרטית מחוייבת במאזן,חברה לא ממשלתית,מוגבלת,67010,,"הנצי""ב 6 תל אביב - יפו ",תל אביב - יפו,32.0676697,34.7897667
511416596,company,"אור - טפול וחנוך בע""מ",null,null,null,False,"אור - טפול וחנוך בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,4231015,,רמז דוד 13 נתניה ,נתניה,32.327781,34.8533479
510852981,company,"אור שלום- למען ילדים ונוער בסיכון בע""מ (חל""צ)",null,null,null,False,"אור שלום- למען ילדים ונוער בסיכון בע""מ (חל""צ)",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,9950729,,ההר 2 בית שמש ,בית שמש,31.7722826,34.9954414
580441293,association,"אדני בניה (ע""ר)",null,null,null,False,,,,,,,,,,,
513601070,company,"אורבאן סי בע""מ",null,null,null,False,"אורבאן סי בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,3007500,, 0 כפר קרע ,כפר קרע,32.505518,35.054251
520017245,company,"אורט ישראל (חל""צ)",null,null,null,False,"אורט ישראל (חל""צ)",פעילה,חברה פרטית מחוייבת במאזן,חברה לא ממשלתית,מוגבלת,6495440,,שד' דוד המלך 39 תל אביב - יפו ,תל אביב - יפו,32.0800138,34.7856904
513275545,company,"אורי חן-ציון מהנדס ומודד מוסמך בע""מ",null,null,null,False,"אורי חן-ציון מהנדס ומודד מוסמך בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,4532340,,דרך רמתים 38 הוד השרון ,הוד השרון,32.1583051,34.8943024
511909970,company,"אורי צדוק בע""מ",null,null,null,False,"אורי צדוק בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,5885527,,הסתת 8 חולון ,חולון,32.01356130000001,34.800996
512924887,company,"אורלייט תעשיות (מילניום 2000) בע""מ",null,null,null,False,"אורלייט תעשיות (מילניום 2000) בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,,,בן גוריון 2 נס ציונה ,נס ציונה,31.924604,34.7995948
511369548,company,"אורנטק מערכות ניהוליות בע""מ",null,null,null,False,"אורנטק מערכות ניהוליות בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,6706037,,נירים 2 תל אביב - יפו ,תל אביב - יפו,32.0621477,34.7906869
511682346,company,"אורקל תעשיות ומיכון בע""מ",null,null,null,False,"אורקל תעשיות ומיכון בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,3088900,,האשל 4 קיסריה ,קיסריה,32.4777414,34.9458219
510533037,company,אות המוצר הירושלמי בעמ,null,null,null,False,אות המוצר הירושלמי בעמ,פעילה,חברה פרטית,מעורבת חברה  ממשלתית,מוגבלת,9354206,חברה מפרת חוק,דרך חברון 12 ירושלים ,ירושלים,31.7688197,35.226155
512375643,company,"אזימוט מדידות בע""מ",null,null,null,False,"אזימוט מדידות בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,2018300,, 0 שכניה ,שכניה,33.0110483,35.2897283
510623697,company,"אחוה בית ספר אזורי מקיף לדרוזים בגליל בע""מ (חל""צ)",null,null,null,False,"אחוה בית ספר אזורי מקיף לדרוזים בגליל בע""מ (חל""צ)",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,2496700,, 0 ירכא ,ירכא,32.953492,35.21199
511199317,company,"אחים אלימלך קבלנים לעבודות חשמל באר שבע (1987) בע""מ",null,null,null,False,"אחים אלימלך קבלנים לעבודות חשמל באר שבע (1987) בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,8488931,,הגנן 13 באר שבע ,באר שבע,31.2180843,34.8106448
513321430,company,"אחים אשרף חלבי בע""מ",null,null,null,False,"אחים אשרף חלבי בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,2499000,חברה מפרת חוק, 0 בית ג'ן ,בית ג'ן,31.9375163,35.2214483
512270190,company,"אחים סלטי עסאם בע""מ",null,null,null,False,"אחים סלטי עסאם בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,,,כרם אל-ג'מאל 11 נצרת ,נצרת,32.7133626,35.2972218
511470015,company,"אחים עאמר בניה שיווק והחזקות בע""מ",null,null,null,False,"אחים עאמר, בניה, שיווק והחזקות בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,2491400,, 0 פקיעין (בוקייעה) ,פקיעין (בוקייעה),33.0127962,35.2858207
511785081,company,"אטדגי אהרון - חברה לעבודות תשתית בע""מ",null,null,null,False,"אטדגי אהרון - חברה לעבודות תשתית בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,1200000,, 0 ראש פינה ,ראש פינה,32.0577296,34.7798748
510595192,company,אי אי טי הנדסה וטכנולוגיה סביבתית ישראל בעמ,null,null,null,False,אי אי טי הנדסה וטכנולוגיה סביבתית ישראל בעמ,פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,6701772,,שץ גגה גרשון 36 תל אביב - יפו ,תל אביב - יפו,32.0852999,34.78176759999999
513685461,company,"אי.איצ.אס טכנולוגיות בע""מ",null,null,null,False,"אי.איצ.אס טכנולוגיות בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,4672553,,המנופים 2 הרצליה ,הרצליה,32.1607059,34.8063144
513167106,company,"אי.אר.בי. פיננסים  בע""מ",null,null,null,False,"אי.אר.בי. פיננסים  בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,6971061,,הארד 9 תל אביב - יפו ,תל אביב - יפו,32.1117151,34.8403386
513275792,company,"איאד ראס מהנדסים יועצים בע""מ",null,null,null,False,"איאד ראס מהנדסים יועצים בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,8801125,חברה מפרת חוק,האלמוגים 8 אילת ,אילת,29.5591001,34.9520433
513942797,company,"איי פי טלקום בע""מ",null,null,null,False,"איי פי טלקום בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,4279900,, 0 מ.א. עמק חפר ,מ.א. עמק חפר,32.3371728,34.86609240000001
512699851,company,"אייל קראוס הנדסת כבישים בע""מ",null,null,null,False,"אייל קראוס הנדסת כבישים בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,9548326,חברה מפרת חוק,בית הדפוס 22 ירושלים ,ירושלים,31.7862602,35.1856895
513281444,company,"אילה מים ואקולוגיה בע""מ",null,null,null,False,"אילה מים ואקולוגיה בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,1791000,, 60 ציפורי ,ציפורי,32.751993,35.275236
510729874,company,"אילנית מרכז לשיקום בע""מ",null,null,null,False,"אילנית מרכז לשיקום בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,,,נרקיס 1 פרדס חנה-כרכור ,פרדס חנה-כרכור,32.497108,34.922903
513250068,company,"אינג' יהודה אשד בע""מ",null,null,null,False,"אינג' יהודה אשד בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,3498748,,הולנד 28 חיפה ,חיפה,32.7655351,34.9900682
513289744,company,"אינג' מ. יוגר בע""מ",null,null,null,False,"אינג' מ. יוגר בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,6092000,,האקליפטוס 6 קדימה ,קדימה,32.2658289,34.914641
512672387,company,"אינג' סעיד א' מרג'יה בע""מ",null,null,null,False,"אינג' סעיד א' מרג'יה בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,1695500,חברה מפרת חוק, 29 יפיע ,יפיע,32.695002,35.28201
512981267,company,"אינג תים בע""מ",null,null,null,False,"אינג תים בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,4491500,,דרך יפו 48 טירה ,טירה,32.2298875,34.9441981
512492091,company,"אינטרגלובל שיפינג 3001 בע""מ",null,null,null,False,"אינטרגלובל שיפינג 3001 בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,6789906,,קרמניצקי 6 תל אביב - יפו ,תל אביב - יפו,32.0666302,34.7942945
512805862,company,"אינטרלינק אינפו בע""מ",null,null,null,False,"אינטרלינק אינפו בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,7535184,,האחד עשר 25 ראשון לציון ,ראשון לציון,31.965123,34.8211629
511603649,company,"אינטרנשיונל גרופ טרוול טי. ג'י. אי. בע""מ",null,null,null,False,"אינטרנשיונל גרופ טרוול טי. ג'י. אי. בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,9366143,,"הל""ה 37 ירושלים ",ירושלים,31.7632306,35.2088895
513034256,company,"אינישיה בע""מ",null,null,null,False,"אינישיה בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,4951368,חברה מפרת חוק,עמל 68 פתח תקווה ,פתח תקווה,32.0969779,34.84852559999999
514137413,company,"אירוקסל בע""מ",null,null,null,False,"אירוקסל בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,4721385,חברה מפרת חוק,אלי כהן 29 רמת השרון ,רמת השרון,32.1488659,34.8363899
513203083,company,"איתן אלקיים הנדסה בע""מ",null,null,null,False,"איתן אלקיים הנדסה בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,6706038,,נירים 3 תל אביב - יפו ,תל אביב - יפו,32.0628801,34.7904083
513037549,company,"איתן יזום והשקעות א.י.ה בע""מ",null,null,null,False,"איתן יזום והשקעות א.י.ה בע""מ",בפרוק מרצון,חברה פרטית,חברה לא ממשלתית,מוגבלת,6701310,,דרך בגין 116 תל אביב - יפו ,תל אביב - יפו,32.0708772,34.7892547
513801324,company,"אל מגד בע""מ (חל""צ)",null,null,null,False,"אל מגד בע""מ (חל""צ)",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,1623729,חברה מפרת חוק,רח 1006 35 נצרת ,נצרת,32.6873252,35.2843271
520017146,company,אל-על נתיבי אויר לישראל בעמ,null,null,null,False,אל-על נתיבי אויר לישראל בעמ,פעילה,חברה ציבורית,מעורבת חברה  ממשלתית,מוגבלת,71285,,"נ""ת בן-גוריון  לוד ",לוד,31.942371,34.88873299999999
511635898,company,"אל-רום נתיבי תעופה (1991) בע""מ",null,null,null,False,"אל-רום נתיבי תעופה (1991) בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,0,,שדה תעופה שדה דב 0 תל אביב - יפו ,תל אביב - יפו,32.0852999,34.78176759999999
513587311,company,"אל-ריאד לקידום הספורט החינוך והרווחה בטורעאן בע""מ",null,null,null,False,"אל-ריאד לקידום הספורט, החינוך והרווחה בטורעאן בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,16950,חברה מפרת חוק,כפר  טורעאן ,טורעאן,32.775137,35.378344
512875071,company,"אלביט מערכות אלקטרו-אופטיקה אלאופ בע""מ",null,null,null,False,"אלביט מערכות אלקטרו-אופטיקה אלאופ בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,7670305,,המדע 5 רחובות ,רחובות,31.9127945,34.80495519999999
512076613,company,"אלבסמה בע""מ",null,null,null,False,"אלבסמה בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,2020000,, 0 שפרעם ,שפרעם,32.8180431,35.0803065
513671339,company,"אלג'ד אלבאסם בע""מ",null,null,null,False,"אלג'ד אלבאסם בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,1692000,, 0 אכסאל ,אכסאל,32.7003348,35.2978942
510795925,company,"אלדד ספיבק - חברה להנדסה בע""מ",null,null,null,False,"אלדד ספיבק - חברה להנדסה בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,6744824,,נחלת יצחק 32 תל אביב - יפו ,תל אביב - יפו,32.0740607,34.7999428
513941815,company,"אלדיאא בע""מ (חל""צ)",null,null,null,False,"אלדיאא בע""מ (חל""צ)",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,9730000,,בית חנינא החדשה 0 ירושלים ,ירושלים,31.768319,35.21371
513405555,company,"אלהודא לחינוך ותרבות  בע""מ",null,null,null,False,"אלהודא לחינוך ותרבות  בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,2490500,חברה מפרת חוק, 0 אבו סנאן ,אבו סנאן,32.964208,35.15716099999999
513958991,company,"אלוורוד לחינוך ותרבות בע""מ (חל""צ)",null,null,null,False,"אלוורוד לחינוך ותרבות בע""מ (חל""צ)",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,9711701,,עלי אבן אבו טאלב 13 ירושלים ,ירושלים,31.7889067,35.2319974
511916249,company,"אלונאל בע""מ",null,null,null,False,"אלונאל בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,9754517,,גדוד חרמש 17 ירושלים ,ירושלים,31.8302838,35.2422009
513543272,company,"אלזוהור-גני ילדים ומעונות יום בע""מ",null,null,null,False,"אלזוהור-גני ילדים ומעונות יום בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,3081100,, 0 טמרה ,טמרה,35.0419645,-78.2385975
513945378,company,"אלי באבא יונברס בע""מ",null,null,null,False,"אלי באבא יונברס בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,,חברה מפרת חוק,אלמסעיודי 3 ירושלים ,ירושלים,31.7857771,35.2321439
513981092,company,"אלי יאיר בע""מ",null,null,null,False,"אלי יאיר בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,0,,בן אפרים נפתלי 13 רחובות ,רחובות,31.8887795,34.8213068
513325290,company,"אלעאהד אלאסאסיה אלנמודג'יה בע""מ",null,null,null,False,"אלעאהד אלאסאסיה אלנמודג'יה בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,9730000,,בית חנינא החדשה 0 ירושלים ,ירושלים,31.768319,35.21371
510720253,university,אוניברסיטת חיפה,null,null,null,False,,,,,,,,,,,
511030496,company,"אלעוברה בע""מ",null,null,null,False,"אלעוברה בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,8421305,,אנילביץ 26 באר שבע ,באר שבע,31.2380577,34.7878805
514032606,company,"אלפא דיזיין יבוא ושווק רהיטים בע""מ",null,null,null,False,"אלפא דיזיין יבוא ושווק רהיטים בע""מ",פעילה,חברה פרטית,חברה לא ממשלתית,מוגבלת,3295207,,מקלף מרדכי 7 חיפה ,חיפה,32.4403343,34.9099475
560013815,company,אלפא לאבאל אינטרנשיונל אנגנירינג איי בי,null,null,null,False,אלפא לאבאל אינטרנשיונל אנגנירינג איי בי,פעילה,"חברת חו""ל",חברה לא ממשלתית,לא מוגבלת,,,סוודיה   ,,1.0,1.0
